adoption,adoptionDegree,authors,docId,docLabel,docTitle,docType,group,href,implementationDate,keywords,leadingunit,participationUnits,publicationDate,publisher,status.active,workInfo.review,status.stabilized,status.stabilizedDate,status.superseded,status.supersededBy,status.withdrawn,references.normative,status.statusNote,references.bibliographic,docElement,docNumber,docPart,repo,doi,relatedDocs,status.reaffirmDate,status.reaffirmed,status.unknown,status.draft,status.publicCd,status.amended,status.amendedDate,status.amendedBy,details
undefined,undefined,undefined,iso1223-2003,ISO 1223:2003,Cinematography — Picture areas for motion-picture films for television — Position and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/31172.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso1700-1988,ISO 1700:1988,Cinematography — 8 mm Type S motion-picture raw stock film — Cutting and perforating dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/6317.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso1780-1984,ISO 1780:1984,"Cinematography — Motion-picture camera cartridge, 8 mm Type S Model I — Aperture, camera aperture profile, film position, pressure pad and pressure pad flatness — Dimensions and specifications",国际标准,iso-tc36-tc,https://www.iso.org/standard/6413.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso1781-1983,ISO 1781:1983,Cinematography — Projector usage of 8 mm Type S motion-picture film for direct front projection,国际标准,iso-tc36-tc,https://www.iso.org/standard/6414.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4241-1987,ISO 4241:1987,Cinematography — Leaders and run-out trailers for 35 mm and 16 mm release prints — Specifications,国际标准,iso-tc36-tc,undefined,undefined,undefined,undefined,undefined,undefined,ISO,false,null,undefined,undefined,true,"[""iso4241-2019""]",undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso1785-1983,ISO 1785:1983,"Cinematography — Printed 8 mm, Type S, image area on 16 mm motion-picture film perforated 8 mm, Type S (1-4) — Position and dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/6417.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso1787-1984,ISO 1787:1984,Cinematography — Camera usage of 8 mm Type S motion-picture film — Specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/6420.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso1793-2005,ISO 1793:2005,Cinematography — Reels for 16 mm motion-picture projectors (up to and including 610 m capacity: 38 cm size) — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/36142.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2404-1986,ISO 2404:1986,Cinematography — Six-track magnetic sound records on 70 mm striped release prints — Locations and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/7301.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2467-2004,ISO 2467:2004,Cinematography — Image area produced by 65 mm/5 perforation motion-picture camera aperture and maximum projectable image area on 70 mm/5 perforation motion-picture prints — Positions and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/40001.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2906-2002,ISO 2906:2002,Cinematography — Image area produced by camera aperture on 35 mm motion-picture film — Position and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/30126.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2907-2002,ISO 2907:2002,Cinematography — Maximum projectable image area on 35 mm motion-picture film — Position and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/25425.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2910-2018,ISO 2910:2018,Cinematography — Screen luminance and chrominance for the projection of film motion pictures,国际标准,iso-tc36-tc,https://www.iso.org/standard/74446.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso2939-2015,ISO 2939:2015,Cinematography — Picture image area on 35 mm motion-picture release prints — Position and dimensions and analogue and digital photographic sound to picture record displacement,国际标准,iso-tc36-tc,https://www.iso.org/standard/52811.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3022-1988,ISO 3022:1988,Cinematography — 35 mm motion-picture film perforated 16 mm (1-3-0) — Cutting and perforating dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/8105.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3023-1995,ISO 3023:1995,Cinematography — 65 mm and 70 mm unexposed motion-picture film — Cutting and perforating dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/23292.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3024-1983,ISO 3024:1983,"Cinematography — Motion-picture camera cartridge, 8 mm type S, model 1 — Camera run length, perforation cut-out and end-of-run notch in film — Specifications",国际标准,iso-tc36-tc,https://www.iso.org/standard/8108.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3026-1992,ISO 3026:1992,"Cinematography — Printed 8 mm Type S image area on 35 mm motion-picture film perforated 8 mm Type S, 2R-4.227 (1664) or 5R-4.234 (1667) — Position and dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/20537.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3042-1992,ISO 3042:1992,Cinematography — Labelling of containers for raw-stock motion-picture films and magnetic films — Minimum information specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/8130.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3042-1992/Cor 1-2004,ISO 3042:1992/Cor 1:2004,Cinematography — Labelling of containers for raw-stock motion-picture films and magnetic films — Minimum information specifications — Technical Corrigendum 1,国际标准,iso-tc36-tc,https://www.iso.org/standard/39886.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3047-1982,ISO 3047:1982,"Cinematography — Spool, daylight loading type, for 35 mm motion-picture cameras (capacity 30 m - 100 ft) — Dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/8154.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3639-1981,ISO 3639:1981,Cinematography — Projection reels/spools 75 to 312 mm diameter for 8 mm Type S motion-picture film — Dimensions and specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/9083.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3641-1976,ISO 3641:1976,"Cinematography — Motion-picture camera cartridge, 8 mm Type S Model II — Cartridge fit and take-up core drive — Dimensions and specifications",国际标准,iso-tc36-tc,https://www.iso.org/standard/9085.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3642-1983,ISO 3642:1983,Cinematography — Cemented or welded splices on 8 mm Type S motion-picture film for projector use — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9086.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3644-1976,ISO 3644:1976,Cinematography — Spindles for 8 mm Type R motion-picture cameras and projectors — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9087.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3645-1984,ISO 3645:1984,Cinematography — Image area produced by 8 mm Type S motion-picture camera aperture and maximum projectable image area — Positions and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9089.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3646-1976,ISO 3646:1976,"Cinematography — Motion-picture camera cartridge, 8 mm Type S Model II — Slots, projections and cartridge hole for indicating film speed, colour balance and film identification — Dimensions and positions",国际标准,iso-tc36-tc,https://www.iso.org/standard/9090.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3647-1976,ISO 3647:1976,Cinematography — Spindles for 16 mm motion-picture camera spools and projector reels — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9091.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3653-1978,ISO 3653:1978,Cinematography — Spindles for 8 mm Type S motion-picture projector reels/spools — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9100.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3773-1983,ISO 3773:1983,Cinematography — Tape splices for 8 mm Type S motion-picture film for projector use — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9294.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3774-1988,ISO 3774:1988,Cinematography — 35 mm motion-picture film perforated 8 mm Type S (1-3-5-7-0) and (1-0) — Cutting and perforating dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/9296.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso3820-1978,ISO 3820:1978,Cinematography — Sprockets for 8 mm Type S motion-picture film — Dimensions and design,国际标准,iso-tc36-tc,https://www.iso.org/standard/9364.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4241-2019,ISO 4241:2019,"Cinematography — Projection film leader (time-based), trailer and cue marks — Specifications",国际标准,iso-tc36-tc,https://www.iso.org/standard/74445.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4242-1980,ISO 4242:1980,Cinematography — Recording head gaps for two sound records on 16 mm magnetic film — Positions and width dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/10041.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4243-1979,ISO 4243:1979,Cinematography — Picture image area and photographic sound record on 16 mm motion-picture release prints — Positions and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/10042.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso4834-1997,ISO 4834:1997,Cinematography — Magnetic sound test films excluding striped release prints — Basic technical characteristics,国际标准,iso-tc36-tc,https://www.iso.org/standard/26949.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso5758-2002,ISO 5758:2002,Cinematography — Labelling of containers for motion-picture film and magnetic material — Minimum information for exchange of materials,国际标准,iso-tc36-tc,https://www.iso.org/standard/35512.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso5768-1998,ISO 5768:1998,Cinematography — Image produced by camera aperture Type W on 16 mm motion-picture film — Position and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/30125.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6025-2000,ISO 6025:2000,"Cinematography — Analogue photographic sound test films, 35 mm and 16 mm — Specifications",国际标准,iso-tc36-tc,https://www.iso.org/standard/31173.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6033-1983,ISO 6033:1983,Cinematography — Projection reel size 7 for 8 mm Type S motion-picture film — Dimensions and specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/12229.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6038-1993,ISO 6038:1993,"Cinematography — Splices for use on 70 mm, 65 mm, 35 mm and 16 mm motion-picture films — Dimensions and locations",国际标准,iso-tc36-tc,https://www.iso.org/standard/12233.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso6896-1984,ISO 6896:1984,Cinematography — Intermittent sprockets for 35 mm motion-picture projectors — Dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/13418.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso7343-1993,ISO 7343:1993,Cinematography — Two-track photographic sound records on 35 mm motion-picture prints — Positions and width dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/20160.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso7739-2016,ISO 7739:2016,Cinematography — Two-track photographic analogue sound records on 16 mm motion-picture prints — Positions and width dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/69743.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso7831-1986,ISO 7831:1986,Cinematography — A-chain frequency response for reproduction of 35 mm photographic sound — Reproduction characteristics,国际标准,iso-tc36-tc,https://www.iso.org/standard/14753.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso7832-2014,ISO 7832:2014,Cinematography — Photoelectric output factor of photographic-type audio-level test films — Measurement and calibration,国际标准,iso-tc36-tc,https://www.iso.org/standard/63975.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8395-1995,ISO 8395:1995,Cinematography — Test films for the reproduction of 70 mm motion-picture release prints with magnetic stripes — Specifications,国际标准,iso-tc36-tc,https://www.iso.org/standard/15561.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8400-1985,ISO 8400:1985,Cinematography — Position of emulsion surface of 16 mm motion-picture prints — Identification,国际标准,iso-tc36-tc,https://www.iso.org/standard/15568.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8567-2002,ISO 8567:2002,Cinematography — Maximum permissible area for subtitle on 35 mm and 16 mm motion-picture release prints - Position and dimensions,国际标准,iso-tc36-tc,https://www.iso.org/standard/28294.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8567-2002/Cor 1-2004,ISO 8567:2002/Cor 1:2004,Cinematography — Maximum permissible area for subtitle on 35 mm and 16 mm motion-picture release prints - Position and dimensions — Technical Corrigendum 1,国际标准,iso-tc36-tc,https://www.iso.org/standard/39865.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8590-1994,ISO 8590:1994,Cinematography — Audio records on 70 mm motion-picture release prints with magnetic stripes — Recorded characteristic,国际标准,iso-tc36-tc,https://www.iso.org/standard/15881.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8622-1998,ISO 8622:1998,Cinematography — Magnetic sound records on 70 mm motion-picture release prints with magnetic stripes — A-chain reproduction characteristics,国际标准,iso-tc36-tc,https://www.iso.org/standard/27543.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8687-1987,ISO 8687:1987,"Cinematography — Signal-to-noise ratio of 8 mm Type S, 16 mm and 35 mm variable-area photographic sound records — Method of measurement",国际标准,iso-tc36-tc,https://www.iso.org/standard/16089.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso8758-1992,ISO 8758:1992,Cinematography — Photographic control and data records on 16 mm and 35 mm motion-picture film and prints — Dimensions and location,国际标准,iso-tc36-tc,https://www.iso.org/standard/16167.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso9525-1988,ISO 9525:1988,"Cinematography — Recording head gaps for two sound records on 17,5 mm magnetic film — Positions and width dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/17258.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso9568-1993,ISO 9568:1993,"Cinematography — Background acoustic noise levels in theatres, review rooms and dubbing rooms",国际标准,iso-tc36-tc,https://www.iso.org/standard/17314.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso9642-2020,ISO 9642:2020,"Cinematography — Time and control code for 24, 25 and 30 frames per second motion-picture film systems — Specifications",国际标准,iso-tc36-tc,https://www.iso.org/standard/74444.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso10284-1997,ISO 10284:1997,Cinematography — Graphical symbols — Description,国际标准,iso-tc36-tc,https://www.iso.org/standard/18326.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso10356-1996,ISO 10356:1996,Cinematography — Storage and handling of nitrate-base motion-picture films,国际标准,iso-tc36-tc,https://www.iso.org/standard/18413.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso12222-2017,ISO 12222:2017,"Cinematography — Manufacturer-printed, latent image identification on 16 mm, 35 mm and 65 mm motion-picture film — Specifications and dimensions",国际标准,iso-tc36-tc,https://www.iso.org/standard/59518.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,undefined,undefined,iso12606-1997,ISO 12606:1997,Cinematography — Care and preservation of magnetic audio recordings for motion pictures and television,国际标准,iso-tc36-tc,https://www.iso.org/standard/2459.html,undefined,undefined,undefined,undefined,undefined,ISO,true,null,undefined,undefined,undefined,undefined,undefined,null,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
